Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Road_surface_type,Road_surface_conditions,Weather_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity,Owner_of_vehicle,Service_year_of_vehicle,Fitness_of_casuality,Pedestrian_movement,Casualty_severity_label
17:11:00,Friday,31-50,Male,Above 10yr,Public (13-45 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
17:55:00,Wednesday,Under 18,Male,1-2yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
17:55:00,Wednesday,31-50,Male,1-2yr,Public (13-45 seats),Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Other,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Below 1yr,Normal,Not a Pedestrian,No Casualty
23:18:00,Friday,18-30,Male,2-5yr,Other,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,3,Going straight,Male,31-50,3,No distancing,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
23:18:00,Friday,18-30,Male,2-5yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,3,Going straight,Male,18-30,2,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
23:18:00,Friday,18-30,Male,1-2yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,3,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
20:24:00,Friday,18-30,Female,5-10yr,Long lorry,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,18-30,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
20:24:00,Friday,31-50,Male,5-10yr,Pick up upto 10Q,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
13:07:00,Thursday,31-50,Male,1-2yr,Pick up upto 10Q,Office areas,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,1,1,Going straight,Female,18-30,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
08:05:00,Wednesday,18-30,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
08:05:00,Wednesday,31-50,Male,2-5yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Male,31-50,3,Overtaking,Slight Injury,Owner,Below 1yr,Normal,Not a Pedestrian,Slight Injury
08:05:00,Wednesday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Male,Under 18,3,Other,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
13:06:00,Friday,Under 18,Male,Above 10yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Other,No Casualty,No Casualty,No Casualty,Other,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
13:06:00,Friday,18-30,Male,Above 10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Reversing,Male,Under 18,3,Changing lane to the right,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
15:40:00,Thursday,31-50,Male,2-5yr,Other,Office areas,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,2,Other,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
15:40:00,Thursday,31-50,Male,5-10yr,Automobile,Office areas,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,2,Other,Male,Under 18,3,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
15:40:00,Thursday,31-50,Male,1-2yr,Pick up upto 10Q,Office areas,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,2,Reversing,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
16:18:00,Thursday,18-30,Female,Above 10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,No Casualty
16:18:00,Thursday,18-30,Male,5-10yr,Public (12 seats),Church areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,Overtaking,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,No Casualty
15:30:00,Thursday,Over 51,Male,2-5yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,No distancing,Slight Injury,Governmental,Unknown,No Casualty,Not a Pedestrian,Slight Injury
15:30:00,Thursday,18-30,Male,Above 10yr,Other,Residential areas,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,1,Going straight,Male,Under 18,3,No priority to vehicle,Slight Injury,Governmental,Unknown,No Casualty,Not a Pedestrian,Slight Injury
22:00:00,Friday,18-30,Male,2-5yr,Public (12 seats),School areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,3,1,Turnover,Male,31-50,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Slight Injury
22:00:00,Friday,18-30,Male,Above 10yr,Stationwagen,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Collision with roadside objects,3,1,Going straight,Male,18-30,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
22:00:00,Friday,18-30,Male,Above 10yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,No Casualty
22:00:00,Friday,18-30,Male,2-5yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
22:00:00,Friday,18-30,Male,Above 10yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,3,1,Going straight,Male,18-30,3,No priority to pedestrian,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
21:55:00,Friday,18-30,Male,Above 10yr,Automobile,Other,Asphalt roads with some distress,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,3,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,No Casualty
21:55:00,Friday,31-50,Male,Below 1yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Vehicle with vehicle collision,2,3,Moving Backward,Male,18-30,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
21:55:00,Friday,31-50,Male,Above 10yr,Automobile,Office areas,Asphalt roads,Wet or damp,Rain,Darkness - lights lit,Rollover,2,3,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
12:19:00,Friday,31-50,Male,Above 10yr,Public (12 seats),Office areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Male,18-30,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
12:19:00,Friday,31-50,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Turnover,Male,18-30,2,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Serious Injury
14:11:00,Monday,Over 51,Male,5-10yr,Stationwagen,Office areas,Gravel roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
14:11:00,Monday,31-50,Male,5-10yr,Automobile,Office areas,Asphalt roads,Wet or damp,Rain,Daylight,Collision with roadside objects,2,1,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:10:00,Sunday,18-30,Male,5-10yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:10:00,Sunday,Under 18,Male,Below 1yr,Other,Other,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,Male,31-50,3,Changing lane to the right,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,Slight Injury
17:10:00,Sunday,Under 18,Male,5-10yr,Pick up upto 10Q,Other,Asphalt roads,Wet or damp,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
12:56:00,Wednesday,18-30,Male,2-5yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,No Casualty
12:56:00,Wednesday,31-50,Male,2-5yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,Male,Under 18,3,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
07:50:00,Friday,18-30,Male,2-5yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Driving carelessly,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
07:50:00,Friday,31-50,Male,2-5yr,Public (13-45 seats),Other,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,1,Going straight,Female,31-50,3,Driving under the influence of drugs,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
08:00:00,Tuesday,Over 51,Male,Above 10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,No Casualty
08:00:00,Tuesday,18-30,Female,2-5yr,Lorry (41-100Q),Industrial areas,Earth roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Female,31-50,3,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
08:50:00,Wednesday,18-30,Male,1-2yr,Public (12 seats),Industrial areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Moving Backward,Male,31-50,3,Driving carelessly,Serious Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
17:09:00,Friday,31-50,Male,2-5yr,Motorcycle,Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Female,Under 18,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
14:43:00,Thursday,31-50,Male,1-2yr,Public (12 seats),Other,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,1,Other,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
14:43:00,Thursday,31-50,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,2,1,Other,Female,18-30,3,No priority to vehicle,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
13:30:00,Friday,31-50,Male,5-10yr,Automobile,Office areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
16:20:00,Wednesday,31-50,Male,2-5yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
16:20:00,Wednesday,18-30,Female,Below 1yr,Stationwagen,Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,No priority to vehicle,Slight Injury,Governmental,Below 1yr,Normal,Not a Pedestrian,Slight Injury
09:40:00,Friday,18-30,Female,5-10yr,Pick up upto 10Q,Industrial areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
09:40:00,Friday,Over 51,Male,Above 10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Other,Male,18-30,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
19:20:00,Friday,31-50,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
19:20:00,Friday,Over 51,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Getting off,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:17:00,Wednesday,Over 51,Male,1-2yr,Other,Residential areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:17:00,Wednesday,Over 51,Male,Above 10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:57:00,Wednesday,18-30,Female,Below 1yr,Public (13-45 seats),Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,2,Changing lane to the left,Slight Injury,Organization,Unknown,Normal,Not a Pedestrian,Serious Injury
17:57:00,Wednesday,31-50,Male,2-5yr,Public (13-45 seats),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
21:14:00,Friday,18-30,Male,5-10yr,Automobile,Church areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with pedestrians,3,1,Going straight,Female,18-30,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
21:14:00,Friday,18-30,Female,5-10yr,Public (12 seats),Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Organization,5-10yrs,Normal,Not a Pedestrian,No Casualty
21:14:00,Friday,18-30,Female,1-2yr,Public (12 seats),School areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,3,1,Moving Backward,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
11:50:00,Friday,18-30,Male,5-10yr,Lorry (41-100Q),Hospital areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,No distancing,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,Slight Injury
11:50:00,Friday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,1,Other,Male,31-50,3,Driving to the left,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
10:30:00,Wednesday,Under 18,Male,2-5yr,Pick up upto 10Q,School areas,Asphalt roads with some distress,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
10:30:00,Wednesday,31-50,Male,1-2yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Overtaking,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
18:43:00,Friday,Over 51,Male,5-10yr,Lorry (41-100Q),Industrial areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,2,Driving under the influence of drugs,Slight Injury,Owner,5-10yrs,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing) - masked by parked or statioNot a Pedestrianry vehicle",Serious Injury
18:43:00,Friday,18-30,Male,2-5yr,Automobile,Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to pedestrian,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
16:17:00,Tuesday,Over 51,Male,5-10yr,Stationwagen,Office areas,Asphalt roads,Wet or damp,Rain,Daylight,Vehicle with vehicle collision,1,1,Going straight,Male,Under 18,3,Moving Backward,Serious Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
11:10:00,Sunday,18-30,Male,Above 10yr,Motorcycle,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,3,Moving Backward,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
11:10:00,Sunday,31-50,Male,Above 10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,3,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
11:10:00,Sunday,31-50,Male,5-10yr,Other,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,3,Going straight,Male,18-30,3,Changing lane to the right,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
15:20:00,Sunday,Over 51,Male,2-5yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Serious Injury,Governmental,Unknown,No Casualty,Not a Pedestrian,No Casualty
15:20:00,Sunday,Over 51,Male,2-5yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Male,18-30,3,No priority to vehicle,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
09:15:00,Tuesday,18-30,Male,Below 1yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
09:15:00,Tuesday,18-30,Male,Above 10yr,Public (> 45 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
08:45:00,Thursday,18-30,Male,Above 10yr,Automobile,Industrial areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,Male,18-30,3,Changing lane to the right,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
08:45:00,Thursday,31-50,Male,2-5yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
08:45:00,Thursday,31-50,Male,2-5yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:00:00,Monday,Over 51,Male,Above 10yr,Other,Office areas,Asphalt roads,Dry,Normal,Daylight,Rollover,1,1,Going straight,Male,31-50,3,Changing lane to the left,Slight Injury,Governmental,Unknown,No Casualty,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Slight Injury
07:25:00,Thursday,18-30,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Getting off the vehicle improperly,Slight Injury,Governmental,Unknown,No Casualty,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Slight Injury
07:25:00,Thursday,31-50,Male,Below 1yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Other,Female,Under 18,3,Overtaking,Slight Injury,Owner,Unknown,No Casualty,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Slight Injury
17:19:00,Thursday,18-30,Male,Below 1yr,Public (13-45 seats),Office areas,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,3,4,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
17:19:00,Thursday,18-30,Female,Below 1yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,4,Going straight,Male,18-30,3,Driving under the influence of drugs,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
17:19:00,Thursday,18-30,Male,5-10yr,Pick up upto 10Q,Office areas,Gravel roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,4,Going straight,Male,Over 51,2,Driving carelessly,Slight Injury,Owner,5-10yrs,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Serious Injury
17:19:00,Thursday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,4,Going straight,Female,Under 18,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:19:00,Thursday,18-30,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,4,Going straight,Female,Over 51,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:19:00,Thursday,18-30,Male,5-10yr,Automobile,Recreational areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,4,Going straight,Female,31-50,3,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
10:30:00,Monday,31-50,Male,2-5yr,Lorry (41-100Q),Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,Female,18-30,3,Overturning,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
10:30:00,Monday,Under 18,Male,5-10yr,Lorry (41-100Q),Recreational areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,3,Changing lane to the left,Slight Injury,Other,1-2yr,Normal,Not a Pedestrian,Slight Injury
09:53:00,Monday,Over 51,Male,2-5yr,Lorry (41-100Q),School areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,2,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,No Casualty
09:53:00,Monday,31-50,Male,Below 1yr,Public (13-45 seats),Church areas,Asphalt roads,Dry,Normal,Daylight,Rollover,2,2,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
17:10:00,Thursday,Over 51,Male,2-5yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,No priority to vehicle,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,Slight Injury
17:10:00,Thursday,31-50,Male,2-5yr,Other,Residential areas,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
14:06:00,Wednesday,18-30,Male,2-5yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
14:06:00,Wednesday,31-50,Male,5-10yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
21:09:00,Friday,31-50,Male,5-10yr,Automobile,Industrial areas,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,1,1,Going straight,Male,Under 18,3,Overtaking,Slight Injury,Governmental,1-2yr,No Casualty,Not a Pedestrian,Slight Injury
19:21:00,Friday,18-30,Male,5-10yr,Other,Church areas,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,3,1,Going straight,Female,Under 18,3,Driving under the influence of drugs,Slight Injury,Governmental,1-2yr,No Casualty,Not a Pedestrian,Slight Injury
19:21:00,Friday,Over 51,Male,5-10yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Female,18-30,3,Changing lane to the right,Slight Injury,Organization,1-2yr,Normal,Not a Pedestrian,Slight Injury
19:21:00,Friday,31-50,Male,2-5yr,Public (12 seats),Office areas,Gravel roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Male,Under 18,3,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
